,titulo,año_estreno,popularidad
28654,That Gal...Who Was in That Thing: That Guy 2,2015,0.059585
28655,The Case of the Stuttering Bishop,1937,0.738739
28656,The Case of the Velvet Claws,1936,0.335497
28657,The Discoverers,2014,1.392765
28658,The Gambler and the Lady,1952,0.192303
28659,The Half-Breed,1916,0.002948
28660,The Hollow,2004,0.685905
28661,Don't Let Him In,2011,2.375399
28662,The Life and Mind of Mark DeFriest,2014,0.363846
28663,They Rode West,1954,0.423377
28664,Big and Little Wong Tin Bar,1962,0.812949
28665,Two of a Kind,1951,0.214159
28666,Hotel,2013,1.615384
28667,Alphabet,2013,0.872106
28668,The Tree,2014,0.087385
28669,A Fight for,2014,0.093386
28670,Sailing to Paradise,2014,0.086036
28671,Dyke Hard,2015,0.175255
28672,The Strength of Water,2009,0.075993
28673,Other Girls,2015,0.021594
28674,A Bright Shining Lie,1998,1.66849
28675,Grizzly,1976,5.424121
28676,Silent Sonata,2011,0.080811
28677,Wolfsburg,2003,0.310841
28678,Ice Poison,2014,0.191301
28679,Coast of Death,2013,0.369544
28680,Bill Hicks: Sane Man,1989,0.000578
28681,The Harry Hill Movie,2013,0.918007
28682,The Wrecking Crew,2008,4.34739
28683,Tribulation,2000,0.57391
28684,Who Saw Her Die?,1972,0.132899
28685,India's Daughter,2015,1.079777
28686,Kill Speed,2010,1.033163
28687,8 Minutes Idle,2012,4.39814
28688,Absolute Aggression,2004,0.037647
28689,Mr. Pip,2012,6.434329
28690,Mega Piranha,2010,6.600017
28691,Men in White,1998,0.582861
28692,Black Field,2009,1.090156
28693,Contract Killers,2008,0.478268
28694,Magnificent Presence,2012,6.2877
28695,The Mascot,1933,0.518636
28696,The Suspended Step of the Stork,1991,0.586789
28697,Transmorphers,2007,1.874027
28698,Through the Forest,2005,0.312404
28699,Cardcaptor Sakura: The Sealed Card,2000,1.31263
28700,The Linguists,2008,0.074112
28701,Watch Me When I Kill,1977,0.207819
28702,A Rumor Of War,1980,0.173342
28703,Trackdown,1976,0.748744
28704,Outrage,1973,0.109861
28705,Hell Is a City,1960,0.859878
28706,The Crown Jewels,2011,2.792745
28707,Perfect Friday,1970,0.011064
28708,Pieces of Dreams,1970,0.00519
28709,Devil's Angels,1967,0.150037
28710,The Time Guardian,1987,0.701202
28711,Patrick,2013,12.014928
28712,Ruby Red,2013,8.582533
28713,The Coconut Revolution,2000,0.00324
28714,Poltergeist,2015,15.968492
28715,Pan,2015,11.30428
28716,While We're Young,2015,9.42755
28717,Michael Laudrup: A Football Player,1993,0.049423
28718,Among the Living,1941,0.267565
28719,The Pentagon Papers,2003,1.127757
28720,The Boy,2015,5.345593
28721,Nice People,2015,0.255966
28722,The Circle,2015,3.695288
28723,Baby Snakes,1979,0.075144
28724,Suite Française,2014,5.02124
28725,The Concert for Bangladesh,1972,0.73888
28726,Kitchen in Paris,2014,1.402561
28727,I Walk Alone,1948,1.599095
28728,Too Late for Tears,1949,1.167964
28729,Sitting Target,1972,0.235578
28730,The Infinite Man,2014,1.130017
28731,Insurgent,2015,27.887186
28732,Dum Laga Ke Haisha,2015,2.721314
28733,Simon & the Oaks,2011,1.607621
28734,Big Game,2014,6.911759
28735,La vérité si je mens !,1997,5.099557
28736,Laissons Lucie faire !,2000,0.875408
28737,Venus & Fleur,2004,0.116116
28738,Fear Over the City,1975,1.777789
28739,Berserk: The Golden Age Arc 2 - The Battle for Doldrey,2012,5.777354
28740,Berserk: The Golden Age Arc 1 - The Egg of the King,2012,10.862777
28741,Berserk: The Golden Age Arc 3 - The Advent,2013,8.141653
28742,Hippocrates,2014,5.647722
28743,The Tenant of Wildfell Hall,1997,0.404641
28744,Glowing Stars,2009,0.315333
28745,The Amazing Screw-On Head,2006,1.173854
28746,Home,2015,13.422713
28747,The Brave Little Toaster Goes to Mars,1998,1.614156
28748,Flying Home,2014,7.958403
28749,The Detective 2,2011,0.74913
28750,Henry VIII and His Six Wives,1972,1.025219
28751,I giorni contati,1963,0.07607
28752,"Congratulations, It's a Boy!",1971,0.002478
28753,Thief,1971,0.334384
28754,The Hunt for the Unicorn Killer,1999,1.018226
28755,Get Christie Love!,1974,0.103599
28756,Where the Lilies Bloom,1974,0.015817
28757,Shark Kill,1976,0.011938
28758,21 Hours at Munich,1976,1.682989
28759,One in a Million: The Ron LeFlore Story,1978,0.941714
28760,Secrets of a Married Man,1984,0.79666
28761,Something Wicked,2014,1.436789
28762,Midnight Special,2016,12.682927
28763,The Gunman,2015,11.429831
28764,The Disappearance of Eleanor Rigby: Her,2014,8.396969
28765,The Disappearance of Eleanor Rigby: Him,2014,6.490949
28766,The Color of Time,2012,4.585809
28767,Itinerary of a Spoiled Child,1988,2.477377
28768,Escobar: Paradise Lost,2014,12.543659
28769,Joe Hill,1971,0.304231
28770,Maid in Sweden,1971,1.705971
28771,The Corpse,1970,0.000603
28772,Face-Off,1971,0.423668
28773,Goodbye Uncle Tom,1971,1.305563
28774,Baby,2015,2.822923
28775,The Circle,2014,0.940121
28776,Southern Baptist Sissies,2013,0.142123
28777,Vengeance Can Wait,2010,1.045343
28778,Boys,2014,5.653371
28779,Futuro Beach,2014,2.041913
28780,Sal,2013,1.459401
28781,Furious 7,2015,27.275687
28782,Unfriended,2015,10.07817
28783,Master of the Universe,2013,0.911924
28784,Sadako 3D,2012,9.039479
28785,Backcountry,2015,8.101355
28786,The Garden of Sinners - Chapter 5: Paradox Spiral,2008,1.702333
28787,The No Mercy Man,1973,0.054685
28788,Au Pair Girls,1972,0.877947
28789,Popsy Pop,1971,0.320955
28790,The Happy Hooker,1975,0.0339
28791,"Little Girl, Big Tease",1976,0.590412
28792,Mako: The Jaws of Death,1976,0.00022
28793,Delta Force 3: The Killing Game,1991,1.513073
28794,Slumber Party '57,1976,0.306791
28795,Schizoid,1980,0.156142
28796,Operation Thunderbolt,1977,0.712359
28797,Muck,2015,1.649865
28798,We Are Still Here,2015,8.100029
28799,The Final Girls,2015,6.679341
28800,The Happy Hooker Goes To Washington,1977,0.12857
28801,Sam's Song,1969,0.233582
28802,Gas Pump Girls,1979,1.296647
28803,The Godsend,1980,0.516016
28804,Hot T-Shirts,1980,0.190439
28805,Lunar Cop,1995,0.448982
28806,Hospital Massacre,1981,0.971343
28807,Lemon Popsicle,1978,1.915814
28808,New Year's Evil,1980,0.518379
28809,Body and Soul,1981,0.453611
28810,A Man Called Sarge,1990,0.040273
28811,Bolero,1984,1.456485
28812,Ghosts Can't Do It,1989,0.836108
28813,Robotech: The Movie,1986,0.002001
28814,Chain of Command,2000,0.542097
28815,The Fruit Machine,1988,0.660208
28816,The Whisperer in Darkness,2011,1.58888
28817,Mata Hari,1985,0.84617
28818,Beauty and the Beast,1987,1.326803
28819,Sleeping Beauty,1987,0.842996
28820,Crack House,1989,4e-05
28821,The Fourth War,1990,0.91273
28822,River of Death,1989,0.901269
28823,Wild 90,1968,0.059149
28824,Maidstone,1970,0.087941
28825,Midnight Ride,1990,0.766401
28826,Street Knight,1993,0.001393
28827,The Stud,1978,0.857558
28828,The Naked Cage,1986,0.491114
28829,No Place to Hide,1970,0.303624
28830,Rescue Me,1993,0.803745
28831,Dancers,1987,0.330067
28832,Fifty/Fifty,1992,1.199005
28833,When the Whales Came,1989,0.41875
28834,Spring,2014,6.976514
28835,Power Rangers,2015,5.04399
28836,Julie Darling,1983,0.079137
28837,The Birthday Party,1968,0.660685
28838,Not My Type,2014,3.196462
28839,Mall,2014,2.351591
28840,Brothers on the Line,2012,0.010453
28841,Beat the Drum,2003,0.211156
28842,Severe Clear,2010,0.150115
28843,"Guru, The Mad Monk",1970,0.041681
28844,Monaco Forever,1984,0.589204
28845,Cymbeline,2014,4.215784
28846,Gorilla Bathes at Noon,1993,0.076008
28847,Trapped in Space,1994,0.836658
28848,Doppelgänger Paul,2012,0.019704
28849,Spiders 2: Breeding Ground,2001,1.168436
28850,McCinsey's Island,1998,0.165538
28851,The Last Chase,1981,0.505303
28852,Petals on the Wind,2014,3.873372
28853,Mr. Troop Mom,2009,0.760281
28854,Balloon Farm,1999,0.367452
28855,In the Shadow,2012,0.99391
28856,Savage Weekend,1979,0.316384
28857,The Comeback,1978,0.253987
28858,Schizo,1976,0.966239
28859,House of Mortal Sin,1976,0.561082
28860,Frightmare,1974,0.689582
28861,House of Whipcord,1974,1.754011
28862,The Flesh and Blood Show,1972,0.000844
28863,Songs She Wrote About People She Knows,2014,0.102578
28864,Guter Junge,2008,0.019351
28865,Child 44,2015,17.608346
28866,Killer Crocodile,1989,0.425363
28867,The Conrad Boys,2006,0.563318
28868,Musikanten,2006,0.107696
28869,The Day I Saw Your Heart,2011,1.995494
28870,Promises in the Dark,1979,0.684806
28871,Champions,1984,0.982587
28872,George Carlin: Life Is Worth Losing,2005,4.806651
28873,Legend No. 17,2013,2.02238
28874,Love and Pigeons,1984,2.372133
28875,The Day That Lasted 21 Years,2012,0.053959
28876,Widows,2011,0.310541
28877,Santo vs. the She-Wolves,1976,0.052935
28878,Light Gradient,2009,0.881727
28879,A Little Chaos,2014,7.579751
28880,In the Name of the Son,2012,0.675695
28881,Innocence,1997,1.159256
28882,Bill W.,2012,0.04353
28883,The Beautiful Story,1992,0.395425
28884,"The Yakuza Papers, Vol. 2: Deadly Fight in Hiroshima",1973,1.492582
28885,"The Yakuza Papers, Vol. 3: Proxy War",1973,0.092295
28886,"The Yakuza Papers, Vol. 5: Final Episode",1974,0.978531
28887,"The Yakuza Papers, Vol. 4: Police Tactics",1974,0.005984
28888,Ballermann 6,1997,1.106747
28889,Execution Squad,1972,0.074429
28890,Get Hard,2015,8.178015
28891,Hellgate,2011,1.206717
28892,Aziz Ansari: Live at Madison Square Garden,2015,1.980386
28893,The Intruders,2015,3.139941
28894,Filmistaan,2012,0.234857
28895,That Sugar Film,2014,3.676626
28896,The Brass Legend,1956,0.341996
28897,But Forever in My Mind,1999,1.130083
28898,Mara and the Firebringer,2015,0.960229
28899,La liga no es cosa de hombres,1972,0.007675
28900,Stargate SG-1: Children of the Gods - Final Cut,2009,3.828454
28901,Die Weihnachtsklempner,1986,1.1e-05
28902,Dinotopia: Quest for the Ruby Sunstone,2005,1.51255
28903,The Vexxer,2007,2.889908
28904,Santa's Apprentice,2010,0.354486
28905,Vollidiot,2007,1.99742
28906,20 Years After,2008,1.072945
28907,Growing Up and Other Lies,2014,0.521774
28908,Ronal the Barbarian,2011,9.021421
28909,Sex Up Your Life!,2005,0.428519
28910,Forgotten,2012,1.257014
28911,Jesus liebt mich,2012,1.413023
28912,Mount St. Elias,2009,0.159445
28913,Süperseks,2004,0.084158
28914,Benjamin Blümchen - Seine schönsten Abenteuer,2006,0.013563
28915,Cinderella III: A Twist in Time,2007,6.961912
28916,Playground,2009,0.665155
28917,Hui Buh,2006,3.122516
28918,The Little Polar Bear: Lars and the Little Tiger,2002,0.256353
28919,Girls on Top 2,2004,1.626931
28920,Jonas,2012,0.716933
28921,"Mickey, Donald, Goofy: The Three Musketeers",2004,7.673021
28922,Rudolph the Red-Nosed Reindeer: The Movie,1998,2.623087
28923,Russendisko,2012,1.355625
28924,Saving Santa,2013,3.928468
28925,Forget me not,2013,0.592828
28926,Lucky Luke: The Ballad of the Daltons,1978,1.30451
28927,The Brain,1969,3.574703
28928,Casper's Haunted Christmas,2000,3.569907
28929,The Fearless Four,1997,0.142535
28930,A House of Secrets: Exploring 'Dragonwyck',2008,0.004707
28931,Night of the Living Dorks,2004,1.480979
28932,La Planque,2011,2.391658
28933,The First Star,2009,2.64521
28934,Siegfried,2005,0.986909
28935,Superstar Goofy,1991,0.486432
28936,Love Exposure,2007,0.03935
28937,Erkan & Stefan 2,2002,0.889831
28938,Erkan & Stefan 3,2005,0.933011
28939,Flodder 3,1995,4.573115
28940,Tom and Jerry: A Nutcracker Tale,2007,2.270361
28941,Kleines Arschloch - Der Film,1997,1.238404
28942,Manta - Der Film,1991,0.987668
28943,Girls on Top,2001,1.416551
28944,My Führer,2007,2.044515
28945,Stopped on Track,2011,1.065109
28946,Voll Normaaal,1994,1.048591
28947,Werner - Das muss kesseln!!!,1996,1.282317
28948,Werner - Volles Rooäää!!!,1999,1.405313
28949,What a Man,2011,2.273886
28950,7 Dwarves: The Forest Is Not Enough,2006,6.637562
28951,The Fat Spy,1966,0.768536
28952,"Die Bademeister – Weiber, saufen, Leben retten",1999,0.59691
28953,Ants in the Pants 2,2002,1.512735
28954,"Manta, Manta",1991,3.734177
28955,Oscar and the Lady in Pink,2009,2.044952
28956,For a Handful of Kisses,2014,1.792419
28957,Vietnam in HD,2011,0.326621
28958,WWII IN HD,2009,0.157804
28959,Phoenix,2014,5.298121
28960,Parallels,2015,4.081263
28961,Closed Curtain,2013,0.53312
28962,Gentlemen,2014,0.461721
28963,A Second Chance,2014,3.042462
28964,The Mystery of Happiness,2014,0.76038
28965,Dead Rising: Watchtower,2015,9.559969
28966,A Dream of Kings,1969,0.879663
28967,A Man to Remember,1938,0.002701
28968,App,2013,2.256245
28969,Arrow In The Dust,1954,0.458093
28970,Blueberry Hill,1988,0.011064
28971,Born Killers,2005,0.474015
28972,Calling Dr. Kildare,1939,0.78896
28973,Copper Canyon,1950,0.341571
28974,Standby,2014,5.136007
28975,New Year's Day,1990,0.278804
28976,What Men Talk About,2010,3.022666
28977,Three Quarter Moon,2011,0.520509
28978,Ants in the Pants,2000,2.832858
28979,Werner - Gekotzt wird später!,2003,1.413439
28980,Brother Bear 2,2006,10.861154
28981,No More School,2000,1.309854
28982,Forklift Driver Klaus: The First Day on the Job,2001,3.067015
28983,Kein Bund für's Leben,2007,0.787058
28984,"Fire, Ice & Canned Beer",2002,0.575105
28985,The Pirates,2014,2.352706
28986,The Rose of the Rascal,2001,0.214933
28987,Innocence,2014,5.304305
28988,Southside 1-1000,1950,0.229936
28989,The Judge Steps Out,1947,0.322313
28990,Kung Fu Jungle,2014,6.636514
28991,Last Flight Out,2004,0.005923
28992,Heat,1986,1.352232
28993,Superdome,1978,0.390858
28994,Hurricane,1974,0.595553
28995,"Private Vices, Public Virtues",1976,1.532738
28996,The Odd Angry Shot,1979,1.092844
28997,Breaking Point,1975,0.158148
28998,Deep Space,1988,0.785271
28999,Dollar for the Dead,1998,0.327614
29000,Five Miles to Midnight,1962,0.191724
29001,"Go West, Young Lady",1941,0.807261
29002,In God We Tru$t,1980,0.622255
29003,Law and Order,1969,0.174131
29004,Cattle Annie and Little Britches,1981,0.378564
29005,Off the Minnesota Strip,1980,0.339137
29006,Lost in a Harem,1944,0.34846
29007,Somebody Killed Her Husband,1978,0.372751
29008,My Sweet Charlie,1970,0.25275
29009,A Covenant with Death,1967,0.626622
29010,My Blood Runs Cold,1965,0.024045
29011,Six Days in Roswell,1998,0.073486
29012,Patrick,1978,3.868092
29013,Apache Blood,1975,0.005082
29014,Rhubarb,1951,0.351497
29015,Sabrina the Teenage Witch,1996,7.220815
29016,Safe at Home!,1962,0.352739
29017,Shadowheart,2009,0.819109
29018,The Good Old Boys,1995,1.097667
29019,The Great Man Votes,1939,0.605472
29020,The Rig,2010,1.677714
29021,The Unknown Cyclist,1998,0.375762
29022,The Young Rajah,1922,0.292011
29023,Thunderhead - Son of Flicka,1945,0.37161
29024,Dear Murderer,1947,0.595312
29025,Confession of Murder,2012,3.056171
29026,Moby Dick,2011,1.797129
29027,Kill Me Three Times,2015,11.616811
29028,Underwater Dreams,2014,0.099231
29029,Rurouni Kenshin: The Legend Ends,2014,12.253429
29030,Rurouni Kenshin: Kyoto Inferno,2014,10.9506
29031,Walter,2015,1.950065
29032,The Atticus Institute,2015,4.551561
29033,The Last Will and Testament of Rosalind Leigh,2012,3.088085
29034,Rise of the Legend,2014,4.068355
29035,Thunder at the Border,1966,1.55251
29036,Kristy,2014,9.159818
29037,Gangster Payday,2014,1.581698
29038,The Houses October Built,2014,6.034967
29039,In Darkness We Fall,2014,1.522971
29040,Preservation,2014,5.092349
29041,Christmas at Cartwright's,2014,7.295144
29042,Altar,2014,2.68043
29043,Poker Night,2014,3.672557
29044,Marine Boy,2009,1.14807
29045,House of Bones,2010,4.347087
29046,That Burning Feeling,2014,2.010554
29047,Uzumasa Limelight,2014,0.846959
29048,Lawrence & Holloman,2014,0.137186
29049,The Hagstone Demon,2011,0.192393
29050,A Wolf at the Door,2013,2.267389
29051,Jellyfish Eyes,2013,1.512573
29052,The Ugly Swans,2006,0.641755
29053,Moscow,2000,0.312742
29054,"A Man, a Woman and a Bank",1979,0.616693
29055,Atlántida,2014,0.014118
29056,Natural Sciences,2014,0.097556
29057,Lions,2012,0.409409
29058,The Wild Ones,2012,0.053178
29059,Profit Motive and the Whispering Wind,2007,0.038824
29060,The Face,2013,0.096489
29061,Balnearios,2002,0.052877
29062,Paganini Horror,1989,0.974416
29063,Hardbodies 2,1986,0.608661
29064,Hardbodies,1984,1.645408
29065,My Only Sunshine,2009,0.453519
29066,Stitches,1985,0.068551
29067,Somersault in a Coffin,1996,0.976886
29068,Inside,2012,0.467011
29069,Majority,2010,0.399254
29070,Vavien,2009,0.647691
29071,Time to Love,1965,0.546324
29072,The Angel of Vengeance - The Female Hamlet,1977,0.078659
29073,Suçlular aramizda,1964,0.00294
29074,Room 514,2012,0.095633
29075,The Humbling,2014,5.27044
29076,"Isoroku Yamamoto, the Commander-in-Chief of the Combined Fleet",2011,1.301226
29077,Tomboy,1985,7.313067
29078,Reckless Kelly,1994,1.05661
29079,It Takes Two,1988,0.00243
29080,Regarding Susan Sontag,2014,0.279157
29081,Terror at the Mall,2014,0.054871
29082,Malibu Beach,1978,0.084335
29083,Hamburger: The Motion Picture,1986,0.975652
29084,Jocks,1986,0.521713
29085,Last Resort,1986,0.696667
29086,The Maker,1997,0.849209
29087,14 Going on 30,1988,0.050841
29088,Can of Worms,1999,0.419212
29089,Babycakes,1989,0.141336
29090,Willy/Milly,1986,0.05627
29091,Little White Lie,2014,0.432039
29092,Beauty and the Beast,1978,2.936378
29093,Apartment Troubles,2014,0.638504
29094,Lily & Kat,2015,0.606691
29095,Loaded,2014,0.674434
29096,Running Hot,1984,0.11065
29097,Camp Cucamonga,1990,1.79831
29098,My American Cousin,1985,0.115498
29099,Quarterback Princess,1983,0.479034
29100,Wimps,1986,0.039274
29101,Cheerleaders' Wild Weekend,1979,1.004865
29102,Casomai,2002,0.877983
29103,Stud Life,2012,0.212113
29104,Sherlock Holmes in New York,1976,0.566258
29105,Garden of Love,2003,0.19186
29106,The Village,2010,0.012918
29107,Shaun the Sheep Movie,2015,9.961184
29108,Infinitely Polar Bear,2014,6.502973
29109,Bastards,2006,1.055545
29110,3:15,1985,0.36671
29111,Hot Times at Montclair High,1989,0.069488
29112,Puberty Blues,1981,0.942918
29113,Computer Beach Party,1987,0.003553
29114,The Check Is in the Mail...,1986,0.041717
29115,Summer Job,1989,0.003013
29116,P.R.O.F.S,1985,0.020262
29117,Poison Ivy,1985,1.086477
29118,An Insignificant Harvey,2011,0.789767
29119,The Big Steal,1990,1.456094
29120,The Whoopee Boys,1986,0.649646
29121,Preppies,1984,0.001013
29122,Crash Course,1988,0.710193
29123,The Beach Girls,1982,1.726196
29124,Tell Me a Riddle,1980,0.095124
29125,Goin' All the Way!,1982,0.000844
29126,The Bermuda Triangle,1996,0.842615
29127,The Ages of Love,2011,4.168043
29128,Last Knights,2015,14.619519
29129,The Viral Factor,2012,1.970566
29130,Kiss Me Again,2010,3.253024
29131,Penny Pinchers,2011,0.597333
29132,Boobs: An American Obsession,2010,0.425503
29133,The Jinx: The Life and Deaths of Robert Durst,2015,5.403881
29134,Matt Shepard Is a Friend of Mine,2014,1.185564
29135,Cavegirl,1985,1.692243
29136,Streetwalkin',1985,0.268344
29137,Screen Test,1985,0.59
29138,Batman vs. Robin,2015,5.48942
29139,Liar's Moon,1982,0.036974
29140,Nice and Easy,2014,2.935623
29141,Cheatin',2013,1.246418
29142,Cannibal Girls,1973,1.998366
29143,Dream Trap,1990,0.000148
29144,High School U.S.A.,1983,1.278839
29145,Virgin High,1991,0.001393
29146,Hot Resort,1985,0.147318
29147,What's New About Love?,2012,0.164015
29148,Seven Minutes in Heaven,1985,7.636506
29149,Senior Week,1988,0.104838
29150,Mr. Civil Rights: Thurgood Marshall and the NAACP,2014,0.016471
29151,Malibu Hot Summer,1981,0.222023
29152,Hot Splash,1988,0.03714
29153,The Invisible Kid,1988,0.563189
