,titulo,fecha_estreno,retorno,presupuesto,recaudaccion,director
27183,Scene of the Crime,1949-07-28,0.0,0,0.0,Roy Rowland
27184,Riding Shotgun,1954-04-01,0.0,0,1400000.0,André De Toth
27185,I'll Take Sweden,1965-06-18,0.0,0,0.0,Frederick de Cordova
27186,Johnny Cool,1963-10-01,0.0,0,0.0,William Asher
27187,Pure Country 2: The Gift,2010-10-15,0.0,0,133771.0,Christopher Cain
27188,"War and Peace, Part III: The Year 1812",1967-07-21,0.0,0,0.0,Sergey Bondarchuk
27189,Witchboard III: The Possession,1995-01-01,0.0,0,0.0,Peter Svatek
27190,Prairie Fever,2008-03-29,0.0,0,0.0,"Stephen Bridgewater, David S. Cass Sr."
27191,Unstable Fables: Tortoise vs. Hare,2008-09-12,0.0,0,0.0,"Howard E. Baker, Arish Fyzee"
27192,Pleasure or Pain,2013-10-22,0.0,0,0.0,Zalman King
27193,"You Lie, You Die",2012-10-13,0.0,0,0.0,Enrico Clerico Nasino
27194,The Cossacks,1928-06-23,0.0,0,0.0,George W. Hill
27195,The Black Knight,1954-08-26,0.0,0,0.0,Tay Garnett
27196,Home Movies,1980-05-16,0.0,0,0.0,Brian De Palma
27197,The Pee-Wee Herman Show on Broadway,2011-03-19,0.0,0,0.0,Marty Callner
27198,The Spanish Gardener,1956-12-25,0.0,0,0.0,Philip Leacock
27200,The Velvet Touch,1948-07-13,0.0,0,0.0,Jack Gage
27201,Two Weeks with Love,1950-01-01,0.0,0,0.0,Roy Rowland
27202,Shadows Over Chinatown,1946-06-27,0.0,0,0.0,Terry O. Morse
27203,Tom Sawyer,2011-11-17,0.0,0,0.0,Hermine Huntgeburth
27204,Me and My Gal,1932-12-04,0.0,0,0.0,"Raoul Walsh, Philip Dunne"
27205,Venus and Serena,2012-10-06,0.0,0,0.0,"Maiken Baird, Michelle Major"
27206,Nine Days of One Year,1961-12-25,0.0,0,0.0,Mikhail Romm
27207,I Died a Thousand Times,1955-11-09,0.0,0,0.0,Stuart Heisler
27208,Yellowstone Kelly,1959-11-11,0.0,0,0.0,Gordon Douglas
27209,The Last Challenge,1967-12-22,0.0,0,0.0,Richard Thorpe
27210,Two Seconds,1932-05-28,0.0,0,0.0,Mervyn LeRoy
27211,TekWar,1994-01-23,0.0,0,0.0,William Shatner
27212,The Prisoner,1955-04-19,0.0,0,0.0,Peter Glenville
27213,Son of Morning,2011-01-01,0.0,0,0.0,Yaniv Raz
27214,"War and Peace, Part I: Andrei Bolkonsky",1965-07-01,0.0,0,0.0,Sergey Bondarchuk
27215,Red Heat,1985-05-28,0.0,0,0.0,Robert Collector
27216,Percentage,2013-04-24,0.0,0,0.0,Alex Merkin
27217,The Beast of Hollow Mountain,1956-08-01,0.0,0,0.0,"Edward Nassour, Ismael Rodríguez"
27218,The Woman on Pier 13,1949-10-08,0.0,0,0.0,Robert Stevenson
27219,Midnight,1934-03-17,0.0,0,0.0,Chester Erskine
27220,Hanzo the Razor: Who's Got the Gold?,1974-02-09,0.0,0,0.0,Yoshio Inoue
27221,The Good Die Young,1954-03-02,0.0,0,0.0,Lewis Gilbert
27222,Real,2013-06-01,0.0,0,0.0,Kiyoshi Kurosawa
27223,Playdate,2012-01-01,0.0,0,0.0,Andrew C. Erin
27224,The Learning Tree,1969-08-06,0.0,0,0.0,Gordon Parks
27225,The Next Voice You Hear....,1950-06-29,0.0,0,0.0,William A. Wellman
27226,The Great Rupert,1950-03-01,0.0,0,0.0,Irving Pichel
27227,The Legend of Hell's Gate: An American Conspiracy,2011-03-03,0.0,0,0.0,Tanner Beard
27228,Multiple Sarcasms,2010-05-07,0.0,0,0.0,Brooks Branch
27229,A Woman Called Golda,1982-04-26,0.0,0,0.0,Alan Gibson
27230,These Wilder Years,1956-08-17,0.0,0,0.0,Roy Rowland
27231,The Burglar,1957-06-01,0.0,0,0.0,Paul Wendkos
27232,The Bride Wore Red,1937-10-15,0.0,0,0.0,Dorothy Arzner
27233,Touching Home,2008-04-29,0.0,2000000,0.0,"Noah Miller, Logan Miller"
27234,The Roots of Heaven,1958-10-15,0.0,0,0.0,John Huston
27235,Tenchu!,1969-08-09,0.0,0,0.0,Hideo Gosha
27236,Richard Pryor: Omit the Logic,2015-02-03,0.0,0,0.0,Marina Zenovich
27237,Station West,1948-10-16,0.0,0,0.0,Sidney Lanfield
27238,The Student Prince,1954-06-15,0.0,0,0.0,Richard Thorpe
27239,Vicki,1953-10-05,0.0,0,0.0,Harry Horner
27240,Never Let Go,1960-01-01,0.0,0,0.0,John Guillermin
27241,Heidi,2005-08-19,0.0,0,0.0,Paul Marcus
27242,Unstable Fables: 3 Pigs & a Baby,2008-01-01,0.0,0,0.0,Howard Baker
27243,Richard The Lionheart,2013-02-09,0.0,0,0.0,Stefano Milla
27244,Sweeney!,1977-01-14,0.0,209595,0.0,David Wickes
27245,Hellcats of the Navy,1957-05-01,0.0,0,0.0,Nathan H. Juran
27246,New World Order,2009-03-13,0.0,0,0.0,"Luke Meyer, Andrew Neel"
27247,The Little Hut,1957-05-03,0.0,0,0.0,Mark Robson
27248,The Adventures of Barry McKenzie,1972-01-01,0.0,0,0.0,Bruce Beresford
27249,Opposing Force,1986-08-01,0.0,0,0.0,Eric Karson
27250,Kettle of Fish,2006-10-15,0.0,0,0.0,Claudia Myers
27251,Winnie Mandela,2011-09-16,0.0,15000000,0.0,Darrell James Roodt
27252,My Mom's a Werewolf,1989-11-11,0.0,0,0.0,Michael Fischa
27253,Superstar,2012-08-27,0.0,0,0.0,Xavier Giannoli
27254,The Conspirators,1944-10-24,0.0,0,0.0,Jean Negulesco
27255,The Lickerish Quartet,1970-10-13,0.0,0,0.0,Radley Metzger
27256,Shock Treatment,1973-01-18,0.0,0,0.0,Alain Jessua
27257,Midnight,1982-12-31,0.0,0,0.0,John A. Russo
27259,The Lovers,1994-08-13,0.0,0,0.0,Tsui Hark
27260,Skinwalkers,2002-11-02,0.0,0,0.0,Chris Eyre
27261,Tough Enough,1983-05-20,0.0,0,0.0,Richard Fleischer
27262,One Foot in Heaven,1991-03-15,0.0,0,0.0,Enzo Barboni
27263,Mandrake,2010-09-11,0.0,0,0.0,Tripp Reed
27264,Greetings to the Devil,2011-08-11,0.0,0,0.0,Juan Felipe Orozco
27265,In the Line of Duty: The F.B.I. Murders,1988-09-28,0.0,0,0.0,Dick Lowry
27266,The Van,1977-04-06,0.0,0,0.0,Sam Grossman
27267,It's My Turn,1980-10-24,0.0,0,0.0,Claudia Weill
27268,Lovesick,1983-02-18,0.0,0,0.0,Marshall Brickman
27269,Take a Hard Ride,1975-10-29,0.0,0,0.0,Antonio Margheriti
27270,The Paranoids,2008-10-23,0.0,0,0.0,Gabriel Medina
27271,Mission Park,2013-09-06,0.0,0,0.0,Bryan Ramirez
27272,Snow White: A Deadly Summer,2012-03-16,0.0,1000000,0.0,David DeCoteau
27273,Medium Raw,2010-08-06,0.0,1000000,0.0,Andrew Cymek
27274,Love on the Side,2004-09-30,0.0,0,0.0,Vic Sarin
27275,Three Violent People,1957-02-09,0.0,0,0.0,Rudolph Maté
27276,The Sheriff of Fractured Jaw,1958-10-28,0.0,0,0.0,Raoul Walsh
27277,Let's Make It Legal,1951-10-31,0.0,0,0.0,Richard Sale
27278,Silent Partner,2005-05-26,0.0,3600000,0.0,James D. Deck
27279,Woman Wanted,1999-08-14,0.0,0,0.0,"Kiefer Sutherland, Alan Smithee"
27280,Trust Me,2010-08-20,0.0,0,0.0,Johan Kling
27281,Hail Caesar,1994-05-11,0.0,0,0.0,Anthony Michael Hall
27282,The Gong Show Movie,1980-05-23,0.0,0,0.0,Chuck Barris
27283,"Ride, Vaquero!",1953-07-17,0.0,0,0.0,John Farrow
27284,The Virginian,1946-05-05,0.0,0,0.0,Stuart Gilmore
27285,The Story of Alexander Graham Bell,1939-04-04,0.0,0,0.0,Irving Cummings
27286,Hansel and Gretel,1988-12-10,0.0,0,0.0,Len Talan
27287,Phantom Punch,2009-01-01,0.0,0,0.0,Robert Townsend
27288,Hot Saturday,1932-10-28,0.0,0,0.0,William A. Seiter
27289,Robin of Locksley,1996-02-26,0.0,0,0.0,Michael Kennedy
27290,The Men's Club,1986-09-19,0.0,0,0.0,Peter Medak
27291,Soul Power,2008-09-04,0.0,0,0.0,Jeffrey Kusama-Hinte
27292,The Waiting City,2010-07-15,0.0,0,0.0,Claire McCarthy
27293,Stars and Stripes Forever,1952-01-01,0.0,0,0.0,Henry Koster
27294,Three Can Play That Game,2007-01-01,0.0,1000000,0.0,Samad Davis
27295,The Gundown,2011-09-12,0.0,0,0.0,Dustin Rikert
27296,Lone Hero,2002-04-12,0.0,0,0.0,Ken Sanzel
27297,Johnny Skidmarks,1998-01-18,0.0,0,0.0,John Raffo
27298,The Black Pimpernel,2007-09-14,0.0,5000000,0.0,"Åsa Faringer, Ulf Hultberg"
27299,Lionheart,1987-08-14,0.0,0,0.0,Franklin J. Schaffner
27300,The Mark,2012-01-01,0.0,0,0.0,James Chankin
27301,The Last Rites of Ransom Pride,2010-06-17,0.0,0,0.0,Tiller Russell
27302,The Big Mouth,1967-07-12,0.0,0,0.0,Jerry Lewis
27303,Parrish,1961-05-04,2.8,1500000,4200000.0,Delmer Daves
27304,The People Against O'Hara,1951-09-01,0.0,0,0.0,John Sturges
27305,Make Mine Mink,1960-08-09,0.0,0,0.0,Robert Asher
27306,Space Warriors,2013-04-26,0.0,0,0.0,Sean McNamara
27307,Something of Value,1957-05-10,0.0,0,0.0,Richard Brooks
27308,King of the Underworld,1939-01-14,0.0,0,0.0,Lewis Seiler
27309,Snake Eater,1989-02-22,0.0,0,0.0,George Erschbamer
27310,Stage Struck,1925-11-16,0.0,0,0.0,Allan Dwan
27311,I Ought to Be in Pictures,1982-03-26,0.0,0,0.0,Herbert Ross
27312,The Ghost of Yotsuya,1959-07-01,0.0,0,0.0,Nobuo Nakagawa
27313,Way Way Out,1966-10-26,0.0,0,0.0,Gordon Douglas
27314,Velocity Trap,1999-02-22,0.0,0,0.0,Phillip J. Roth
27315,The Painted Hills,1951-05-04,0.0,0,0.0,Harold F. Kress
27316,Gumnaam,1965-02-06,0.0,0,0.0,Raja Nawathe
27317,In Cold Blood,1996-11-24,0.0,0,0.0,Jonathan Kaplan
27318,Week-End at the Waldorf,1945-10-04,0.0,0,0.0,Robert Z. Leonard
27319,We Were Strangers,1949-04-27,0.0,0,0.0,John Huston
27320,The River Rat,1984-09-28,0.0,0,1142944.0,Tom Rickman
27321,Tom Thumb,2001-10-16,0.0,0,0.0,Olivier Dahan
27322,The Hound of the Baskervilles,1983-11-03,0.0,0,0.0,Douglas Hickox
27323,The Inheritance,2011-04-11,0.0,500000,0.0,Robert O'Hara
27324,The Trap,1946-11-30,0.0,0,0.0,Howard Bretherton
27325,Voodoo Moon,2006-06-04,0.0,0,0.0,Kevin VanHook
27326,Today We Live,1933-03-03,0.0,0,0.0,"Howard Hawks, Richard Rosson"
27327,Restitution,2011-10-28,0.0,0,0.0,Lance Kawas
27328,The Tunnel of Love,1958-11-21,0.0,0,0.0,Gene Kelly
27329,Razortooth,2007-01-01,0.0,0,0.0,Patricia Harrington
27330,The Legend of Bloody Mary,2008-12-09,0.0,1000000,0.0,John Stecenko
27331,Middle of the Night,1959-06-17,0.0,0,0.0,Delbert Mann
27332,The D.I.,1957-05-30,0.0,0,0.0,Jack Webb
27333,Who Was That Lady?,1960-04-15,0.0,0,0.0,George Sidney
27334,Walking Tall Part II,1975-09-28,0.0,0,0.0,Earl Bellamy
27335,Time Limit,1957-10-23,0.0,0,0.0,Karl Malden
27336,Lost Signal,2007-11-02,0.0,2000000,0.0,Brian McNamara
27337,Slap Shot 3: The Junior League,2008-12-17,0.0,4500000,0.0,Richard Martin
27338,Laughter in Paradise,1951-01-10,0.0,0,0.0,Mario Zampi
27339,Fun on a Weekend,1947-05-15,0.0,0,0.0,Andrew L. Stone
27340,Almost 18,2012-03-09,0.0,0,0.0,Maarit Lalli
27341,Fist of Jesus,2012-06-05,0.0,0,0.0,"David Muñoz, Adrián Cardona"
27342,Print the Legend,2014-03-09,0.0,0,0.0,"Luis Lopez, J. Clay Tweel"
27343,He Who Dares,2014-01-31,0.0,1000000,0.0,Paul Tanter
27344,Anina,2013-02-12,0.0,0,0.0,Alfredo Soderguit
27345,Against the Sun,2014-11-22,0.0,0,0.0,Brian Falk
27346,The Divine Move,2014-07-03,0.0,0,0.0,Cho Beom-gu
27347,"A Reason to Live, a Reason to Die",1972-12-27,0.0,0,0.0,Tonino Valerii
27348,Bowery at Midnight,1942-10-30,0.0,0,0.0,Wallace Fox
27349,Carnival of Sinners,1943-03-21,0.0,0,0.0,Maurice Tourneur
27350,Lucky Country,2009-07-16,0.0,0,0.0,Kriv Stenders
27351,Duffy,1968-09-16,0.0,0,0.0,Robert Parrish
27352,Tasting Menu,2013-06-14,0.0,3780000,0.0,Roger Gual
27353,Night Will Fall,2014-06-07,0.0,0,0.0,André Singer
27354,Pony Soldier,1952-04-01,0.0,0,0.0,Joseph M. Newman
27355,The Amazing Catfish,2013-08-10,0.0,1300000,0.0,Claudia Sainte-Luce
27356,The Court-Martial of Jackie Robinson,1990-10-15,0.0,0,0.0,Larry Peerce
27357,The Perils of Pauline,1967-08-02,0.0,0,0.0,"Herbert B. Leonard, Joshua Shelley"
27358,Black Magic,1949-08-19,0.0,0,0.0,"Orson Welles, Gregory Ratoff"
27359,Three Cases of Murder,1955-03-15,0.0,0,0.0,"David Eady, George More O'Ferrall, Wendy Toye"
27360,The Fountain of Youth,1958-09-16,0.0,0,0.0,Orson Welles
27361,Parade,1974-12-18,0.0,0,0.0,Jacques Tati
27362,Always for Pleasure,1978-05-02,0.0,0,0.0,Les Blank
27363,Port of Flowers,1943-07-29,0.0,0,0.0,Keisuke Kinoshita
27364,The Living Magoroku,1943-01-01,0.0,0,0.0,Keisuke Kinoshita
27365,Jubilation Street,1944-06-08,0.0,0,0.0,Keisuke Kinoshita
27366,Army,1944-12-07,0.0,0,0.0,Keisuke Kinoshita
27367,Morning for the Osone Family,1946-02-21,0.0,0,0.0,Keisuke Kinoshita
27368,She Was Like a Wild Chrysanthemum,1955-11-29,0.0,0,0.0,Keisuke Kinoshita
27369,The River Fuefuki,1960-10-19,0.0,0,0.0,Keisuke Kinoshita
27370,Immortal Love,1961-09-16,0.0,0,0.0,Keisuke Kinoshita
27371,Legend of a Duel to the Death,1963-08-10,0.0,0,0.0,Keisuke Kinoshita
27372,That Night's Wife,1930-07-06,0.0,0,0.0,Yasujirō Ozu
27373,Citizen Koch,2013-01-20,0.0,0,0.0,"Tia Lessin, Carl Deal"
27374,We Still Kill the Old Way,2014-12-12,0.0,0,0.0,Sacha Bennett
27375,In Our Garden,2002-03-08,0.0,0,0.0,Giuseppe Andrews
27376,Giuseppe Makes a Movie,2014-04-28,0.0,0,0.0,Adam Rifkin
27377,Youth of the Son,1952-06-25,0.0,0,0.0,Masaki Kobayashi
27378,The Arrival of Wang,2012-03-09,0.0,0,0.0,"Antonio Manetti, Marco Manetti"
27379,Walker,2012-09-08,0.0,0,0.0,Tsai Ming-liang
27380,One Step Ahead of My Shadow,1933-02-04,0.0,0,0.0,Rudolf Ising
27381,Amuck!,1972-03-21,0.0,0,0.0,Silvio Amadio
27382,Lad: A Dog,1962-06-02,0.0,0,0.0,"Leslie H. Martinson, Aram Avakian"
27383,Horror of the Blood Monsters,1970-02-01,0.0,0,0.0,Al Adamson
27384,Smiling Maniacs,1975-01-16,0.0,0,0.0,Marcello Aliprandi
27385,Season For Assassins,1975-12-27,0.0,0,0.0,Marcello Andrei
27386,Low Down,2014-01-19,0.0,0,0.0,Jeff Preiss
27387,"Another Day, Another Time: Celebrating the Music of ""Inside Llewyn Davis""",2013-12-13,0.0,0,0.0,Christopher Wilcha
27388,Margaret,2009-03-26,0.0,0,0.0,James Kent
27389,Paper Planes,2014-09-07,0.0,0,0.0,Robert Connolly
27390,DRIVE,2002-01-01,0.0,0,0.0,SABU
27391,Hard Luck Hero,2003-01-01,0.0,0,0.0,SABU
27392,Bunny Drop,2011-08-20,0.0,0,0.0,SABU
27393,I Know You Know,2009-02-05,0.0,0,0.0,Justin Kerrigan
27394,Awaydays,2009-04-01,0.0,0,0.0,Pat Holden
27395,Double Game,1977-10-13,0.0,0,0.0,Carlo Ausino
27396,A Long Ride from Hell,1968-04-05,0.0,0,0.0,Camillo Bazzoni
27397,Body Fat Index of Love,2012-12-20,0.0,0,0.0,Mikko Kuparinen
27398,Burning Blue,2013-06-29,0.0,0,0.0,D.M.W. Greer
27399,Björk: Biophilia Live,2014-10-10,0.0,0,0.0,"Peter Strickland, Nick Fenton"
27400,The Missouri Traveler,1958-01-21,0.0,0,0.0,Jerry Hopper
27401,Those Calloways,1965-01-28,0.0,0,0.0,Norman Tokar
27402,The Deserter,1970-12-04,0.0,0,0.0,Burt Kennedy
27403,Torch Singer,1933-09-08,0.0,0,0.0,"Alexander Hall, George Somnes"
27404,The Diary of Anne Frank,1980-11-17,0.0,0,0.0,Boris Sagal
27405,El compadre Mendoza,1934-04-05,0.0,0,0.0,"Juan Bustillo Oro, Fernando de Fuentes"
27406,Le Grand Jeu,1934-05-02,0.0,0,0.0,Jacques Feyder
27407,Bad Seed,1934-07-05,0.0,0,0.0,"Billy Wilder, Alexandre Esway"
27408,Red Ensign,1934-06-17,0.0,0,0.0,Michael Powell
27409,Love and Distrust,2010-08-16,0.0,0,0.0,Lorraine Bracco
27410,"Aquí llega Condemor, el pecador de la pradera",1996-06-27,0.0,0,1705030.0,Álvaro Sáenz de Heredia
27411,El asombroso mundo de Borjamari y Pocholo,2004-12-03,0.0,0,3367646.0,"Enrique López Lavigne, Juan Cavestany"
27412,2012: Ice Age,2011-06-27,0.0,0,0.0,"Trey Stokes, Travis Fort"
27413,FBI: Frikis buscan incordiar,2004-06-04,0.0,0,928391.0,Javier Cárdenas
27414,Isi/Disi - Amor a lo bestia,2004-07-23,0.0,0,0.0,Chema de la Peña
27415,Red Salute,1935-09-12,0.0,0,0.0,Sidney Lanfield
27416,The Case of the Curious Bride,1935-04-13,0.0,0,0.0,Michael Curtiz
27417,The Case of the Lucky Legs,1935-10-05,0.0,0,0.0,Archie Mayo
27418,La Bandera,1935-09-25,0.0,0,0.0,Julien Duvivier
27419,The Beast in Heat,1977-07-19,0.0,0,0.0,Luigi Batzella
27420,Doubting Thomas,1935-07-10,0.0,0,0.0,David Butler
27421,A Blade in the Dark,1983-08-06,0.0,0,0.0,Lamberto Bava
27422,The Phantom Light,1935-08-05,0.0,0,0.0,Michael Powell
27423,Seven Alone,1974-12-20,0.0,0,0.0,Earl Bellamy
27424,Pretty Cool,2005-06-21,0.0,0,0.0,Rolfe Kanefsky
27425,Ned Rifle,2014-09-07,0.0,0,0.0,Hal Hartley
27426,Time in the Minors,2010-11-01,0.0,0,0.0,Tony Okun
27427,Stars Above,2012-08-15,0.0,0,0.0,Saara Cantell
27428,Not Another Happy Ending,2013-10-11,0.0,0,0.0,John McKay
27429,Mortdecai,2015-01-21,0.507,60000000,30418560.0,David Koepp
27430,Fifty Shades of Grey,2015-02-11,14.2752,40000000,571006128.0,Sam Taylor-Johnson
27431,Expelled,2014-12-12,0.0,0,0.0,Alex Goyette
27432,Buffalo Girls,2012-11-14,0.0,0,0.0,Todd Kellstein
27433,Gregory Go Boom,2013-05-22,0.0,0,0.0,Janicza Bravo
27434,The Periwig-Maker,2000-01-01,0.0,0,0.0,Steffen Schäffler
27435,Kiwi!,2006-01-01,0.0,0,0.0,Dony Permedi
27437,Björk at the Royal Opera House,2002-06-04,0.0,0,0.0,David Barnard
27438,The Fox and the Hare,1973-01-01,0.0,0,0.0,Yuriy Norshteyn
27439,Christmas Comes but Once a Year,1936-01-01,0.0,0,0.0,Dave Fleischer
27440,Crac,1981-01-01,0.0,0,0.0,Frédéric Back
27441,Reggie Watts: Why Shit So Crazy?,2010-07-01,0.0,0,0.0,Duncan Skiles
27442,Syrinx,1966-05-31,0.0,0,0.0,Ryan Larkin
27443,Curb Dance,2011-05-06,0.0,0,0.0,Harmony Korine
27444,Desire: The Vampire,1982-11-15,0.0,0,0.0,John Llewellyn Moxey
27445,Manson,1973-01-01,0.0,0,0.0,"Laurence Merrick, Robert Hendrickson"
27446,Fright to the Finish,1954-08-27,0.0,0,0.0,Seymour Kneitel
27447,Guyana Tragedy: The Story of Jim Jones,1980-04-15,0.0,0,0.0,William A. Graham
27448,"I Want a Dog for Christmas, Charlie Brown",2003-12-09,0.0,0,0.0,"Larry Leichliter, Bill Melendez"
27449,Impure Thoughts,1986-11-25,0.0,0,0.0,Michael A. Simpson
27450,It's a Bird,1930-01-01,0.0,0,0.0,Harold L. Muller
27451,The Trip to Squash Land,1967-07-22,0.0,0,0.0,Lars von Trier
27452,Charlie Brown's Christmas Tales,2002-12-08,0.0,0,0.0,Larry Leichliter
27453,Eat,2011-03-12,0.0,0,0.0,Janicza Bravo
27454,Garfield's Halloween Adventure,1985-10-30,0.0,0,0.0,Phil Roman
27455,"It's Christmastime Again, Charlie Brown",1992-11-27,0.0,0,0.0,Bill Melendez
27456,Halloweentown,1998-11-10,0.0,0,0.0,Duwayne Dunham
27457,Halloweentown II: Kalabar's Revenge,2001-10-12,0.0,0,0.0,Mary Lambert
27458,Halloweentown High,2004-10-08,0.0,0,0.0,Mark A.Z. Dippé
27459,Nocturna Artificialia,1979-01-01,0.0,0,0.0,"Stephen Quay, Timothy Quay"
27460,Santa Claus,1898-09-01,0.0,0,0.0,George Albert Smith
27461,Surprise,1996-02-21,0.0,0,0.0,Veit Helmer
27462,Trick or Treat,1952-10-10,0.0,0,0.0,Jack Hannah
27463,Vengeance: The Story of Tony Cimo,1986-11-01,0.0,0,0.0,Marc Daniels
27464,Within the Woods,1978-11-23,0.0,1600,0.0,Sam Raimi
27465,100 Years at the Movies,1994-12-31,0.0,0,0.0,Chuck Workman
27466,Apple Jack,2003-09-16,0.0,0,0.0,Mark Whiting
27467,The Butter Battle Book,1989-11-13,0.0,0,0.0,Ralph Bakshi
27468,Corn on the Cop,1965-07-23,0.0,0,0.0,Irv Spector
27469,The Black Imp,1905-01-01,0.0,0,0.0,Georges Méliès
27470,Halloween is Grinch Night,1977-10-29,0.0,0,0.0,"Gerard Baldwin, Barrington Bunce"
27472,Rage of Angels,1983-02-19,0.0,0,0.0,Buzz Kulik
27473,Rage of Angels: The Story Continues,1986-11-02,0.0,0,0.0,Paul Wendkos
27474,Rudolph the Red-Nosed Reindeer,1948-01-01,0.0,0,0.0,Max Fleischer
27475,Signs,2008-03-10,0.0,0,0.0,Patrick Hughes
27476,The Fat Albert Halloween Special,1977-10-24,0.0,0,0.0,Hal Sutherland
27477,Season's Greetings,1996-10-31,0.0,0,0.0,Michael Dougherty
27478,The Dot and the Line: A Romance in Lower Mathematics,1965-12-31,0.0,0,0.0,"Chuck Jones, Maurice Noble"
27479,Nantucket Film Festival's Comedy Roundtable,2012-09-27,0.0,0,0.0,Mark Farrell
27480,Rubber Johnny,2005-06-20,0.0,0,0.0,Chris Cunningham
27481,Act da Fool,2010-09-02,0.0,0,0.0,Harmony Korine
27482,En rachâchant,1982-01-01,0.0,0,0.0,"Jean-Marie Straub, Danièle Huillet"
27483,A Flower,1971-01-01,0.0,0,0.0,Lars von Trier
27485,Sleeping Betty,2007-01-01,0.0,0,0.0,Claude Cloutier
27486,Betty Boop's Hallowe'en Party,1933-11-03,0.0,0,0.0,Dave Fleischer
27487,Halloween,1931-05-01,0.0,0,0.0,"Dick Huemer, Sid Marcus"
27488,Barbie: A Fashion Fairytale,2010-09-14,0.0,0,0.0,William Lau
27489,The Halloween That Almost Wasn't,1979-10-28,0.0,0,0.0,Bruce Bilson
27490,The Mystery of the Leaping Fish,1916-06-11,0.0,0,0.0,"Christy Cabanne, John Emerson"
27491,The 3 Rs,2011-09-21,0.0,0,0.0,David Lynch
27492,Brutal Relax,2010-01-01,0.0,0,0.0,"David Muñoz, Rafa Dengrá, Adrián Cardona"
27493,Franz Kafka's a Country Doctor,2007-11-17,0.0,0,0.0,Koji Yamamura
27494,Pluto's Christmas Tree,1952-11-21,0.0,0,0.0,Jack Hannah
27495,Stille Nacht I,1988-01-01,0.0,0,0.0,"Stephen Quay, Timothy Quay"
27496,Holiday for Drumsticks,1949-01-22,0.0,0,0.0,Arthur Davis
27497,The Horseplayer,1990-01-01,0.0,0,0.0,Kurt Voss
27498,Coven,2000-03-31,0.0,0,0.0,Mark Borchardt
27499,Rehearsals for Extinct Anatomies,1987-01-01,0.0,0,0.0,"Timothy Quay, Stephen Quay"
27500,Suur Tõll,1980-01-01,0.0,0,0.0,Rein Raamat
27502,Bob's Birthday,1994-01-01,0.0,0,0.0,"David Fine, Alison Snowden"
27503,Broom-Stick Bunny,1956-02-25,0.0,0,0.0,Chuck Jones
27504,Chainsaw Maid,2007-12-08,0.0,0,0.0,Takena Nagao
27505,The Little Matchgirl,2006-09-07,0.0,0,0.0,Roger Allers
27506,The Haunted House,1929-12-02,0.0,0,0.0,Walt Disney
27507,How They Get There,1997-01-01,0.0,0,0.0,Spike Jonze
27508,Istanbul,1985-01-30,0.0,0,0.0,Marc Didden
27509,"Hen, His Wife",1990-05-01,0.0,0,0.0,Igor Kovalyov
27510,Inside The X-Files,1998-02-01,0.0,0,0.0,Glen Kasper
27511,The Horribly Slow Murderer with the Extremely Inefficient Weapon,2008-01-01,0.0,0,0.0,Richard Gale
27512,Norm MacDonald: Me Doing Standup,2011-03-01,0.0,0,0.0,David Steinberg
27513,A Flintstones Christmas Carol,1994-11-24,0.0,0,0.0,Joanna Romersa
27514,Hedgehog in the Fog,1975-10-23,0.0,0,0.0,Yuriy Norshteyn
27515,The Cat's Out,1931-07-28,0.0,11087,0.0,Wilfred Jackson
27516,Claymation Comedy of Horrors,1991-05-29,0.0,0,0.0,Barry Bruce
27517,The Last Farm,2004-08-21,0.0,0,0.0,Rúnar Rúnarsson
27518,Snowballs,2011-09-26,0.0,0,0.0,Harmony Korine
27520,Bouncing Babies,1929-10-11,0.0,0,0.0,Robert F. McGowan
27521,Stella: Live in Boston,2009-08-13,0.0,0,0.0,Jonathan Stern
27522,Diario de un skin,2005-06-13,0.0,0,0.0,Jacobo Rispa
27523,The Black Cat,1941-05-02,0.0,176000,0.0,Albert S. Rogell
27524,All About Anna,2005-11-24,0.0,0,0.0,Jessica Nilsson
27525,Let's Get Those English Girls,1976-01-07,0.0,0,0.0,Michel Lang
27526,Archie To Riverdale and Back Again,1990-05-06,0.0,0,0.0,Dick Lowry
27527,Babette Goes to War,1959-09-18,0.0,0,0.0,Christian-Jaque
27528,Darling Trap,2014-01-22,0.0,0,0.0,Catherine Castel
27529,Special Delivery,2002-12-11,0.0,0,0.0,Jeanne Labrune
27530,Mr. Average,2006-06-21,0.0,0,0.0,Pierre-Paul Renders
27531,Cutie Honey,2004-05-29,0.0,0,0.0,Hideaki Anno
27532,"Delphine 1, Yvan 0",1996-06-19,0.0,0,0.0,Dominique Farrugia
27533,Doomsday Prophecy,2011-08-13,0.0,0,0.0,Jason Bourque
27534,Love Can Seriously Damage Your Health,1997-01-10,0.0,0,0.0,Manuel Gómez Pereira
27535,The Cave of the Golden Rose,1991-12-22,0.0,0,0.0,Lamberto Bava
27536,Human Touch,2005-04-14,0.0,0,0.0,Paul Cox
27537,King Kelly,2012-11-11,0.0,0,0.0,Andrew Neel
27538,La Bande du drugstore,2002-04-17,0.0,0,0.0,François Armanet
27539,The Slap,1974-10-23,0.0,0,0.0,Claude Pinoteau
27541,The King's Whore,1990-11-14,0.0,0,0.0,Axel Corti
27542,Latitudes,2014-02-28,0.0,670,0.0,Felipe Braga
27543,Frenchmen 2,2007-10-24,0.0,0,0.0,Marc Esposito
