,title,generos,idioma,actores,overview,vote_count,popularity,runtime,release_date
2754,Young Guns,"Crime, Action, Adventure, Drama, Western",English,"Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Charlie Sheen, Dermot Mulroney, Casey Siemaszko, Terence Stamp, Jack Palance, Terry O'Quinn, Sharon Thomas Cain, Geoffrey Blake, Alice Carter, Brian Keith, Patrick Wayne, Thomas Callaway, Lisa Banes, Victor Izay, Danny Kamin, Tom Cruise","A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",262,9.905174,107.0,1988-08-12
2755,Soapdish,"Comedy, Drama, Romance",English,"Sally Field, Kevin Kline, Robert Downey Jr., Cathy Moriarty, Teri Hatcher, Paul Johansson, Elisabeth Shue, Whoopi Goldberg, Arne Nannestad, Tim Choate, Kathy Najimy, Carrie Fisher, Costas Mandylor","Celeste Talbert is the star of the long-running soap opera ""The Sun Also Sets."" With the show's ratings down, Celeste's ruthlessly ambitious co-star, Montana Moorehead, and the show's arrogant producer, David Seton Barnes, plot to aggravate her into leaving the show by bringing back her old flame, Jeffrey Anderson, and hiring her beautiful young niece, Lori Craven.",61,9.904821,97.0,1991-05-31
2756,Funny People,"Comedy, Drama",English,"Adam Sandler, Seth Rogen, Leslie Mann, Eric Bana, Jonah Hill, Jason Schwartzman, RZA, Aziz Ansari, Aubrey Plaza, Maude Apatow, Iris Apatow, Nicole Parker, Nydia McFadden, Torsten Voges, Allan Wasserman, Wayne Federman, James Taylor, Paul Reiser, George Wallace, Norm Macdonald, Dave Attell, Eminem, Sarah Silverman, Ray Romano, Rod Man, Monty Hoffman, Charles Fleischer, Andy Dick, Budd Friedman, Carol Leifer, Mark Schiff, Jon Brion, James Gadson, Orny Adams, Jerry Minor, Al Lubel, Luis Conte, Russ Kunkel, Andrea Zonn, Jimmy Johnson, Maggie Siff, Nicol Paone, George Coe, Bryan Batt, Mike O'Connell, Phillip Andre Botello, Arshad Aslam, Bo Burnham, Miki Ishikawa, Kenny Copeland Jr., Calvin Sykes, Ca'Shawn Sims, Mandi Kreisher, Ernest Lee Thomas, Carla Gallo, Tonita Castro, Steve Bannos, Justin Long, Lucas Dick, Tyler Spindel, Elaine Kao, King Kedar, Tanya Acker, Jarrett Grode, Qiana Chase, John Hartmann, Dave Rath, Dan Harmon, Kyle Kinane, Mark Cohen, Joanie Marx, Adam J. Bernstein, Da'Vone McDonald, Eleanor Zee, Ben Meyerson, Sammy Jack, Brian Lally, Brad Grunberg","Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",398,9.900376,146.0,2009-07-31
2757,A Very Brady Sequel,Comedy,English,"Shelley Long, Gary Cole, Christopher Daniel Barnes, Christine Taylor, Paul Sutera, Jennifer Elise Cox, Jesse Lee Soffer, Olivia Hack, Henriette Mantel, Tim Matheson, RuPaul, Zsa Zsa Gábor, Rosie O'Donnell, David Spade, Barbara Eden","A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",42,9.898696,90.0,1996-08-23
2758,Eastern Promises,"Thriller, Crime, Mystery","English, Pусский, Türkçe, Український, اردو","Naomi Watts, Viggo Mortensen, Vincent Cassel, Armin Mueller-Stahl, Sinéad Cusack, Donald Sumpter, Jerzy Skolimowski, Josef Altin, Mina E. Mina, Aleksander Mikic, Sarah-Jeanne Labrosse, Tatiana Maslany, Tereza Srbová, David Papava, Tamer Hassan, Raza Jaffrey, Elisa Lasowski, Alice Henley, Tony Cook",A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,867,9.897909,100.0,2007-09-14
2759,Homefront,"Action, Thriller",English,"Jason Statham, James Franco, Izabela Vidovic, Winona Ryder, Rachelle Lefevre, Kate Bosworth, Clancy Brown, Frank Grillo, Christa Campbell, Omar Benson Miller, Nicole Andrews, Amin Joseph, Joe Chrest, Joshua Brady","Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",898,9.896704,100.0,2013-11-27
2760,Children of the Corn,"Drama, Horror, Thriller",English,"David Anders, Kandyse McClure, Preston Bailey, Lexie Behr, Zita Vass, Alexa Nikolas, Daniel Newman","Set primarily in 1975 in the fictional town of Gatlin, Nebraska this remake of the 1984 original (based on Stephen King's 1977 short story) centers around traveling couple Burt and Vicky as they fight to survive a cult of murderous children who worship an entity known as He Who Walks Behind The Rows, which had years earlier manipulated the children into killing every adult in town.",45,9.895965,92.0,2009-09-26
2761,Ride Along,"Action, Comedy",English,"Ice Cube, Kevin Hart, John Leguizamo, Bruce McGill, Tika Sumpter, Bryan Callen, Laurence Fishburne, Gary Owen, Jacob Latimore, Jay Pharoah, Benjamin Flores Jr., Dragoș Bucur, Gary Weeks, Jasmine Burke, David Banner, Aaron Saxton, Lucius Baston, Tom Waite, Greg Rementer, Eric Benson, Anna House, Julie Gribble, John Kap, Anona Tolar, Dwayne L. Brown, Lou Anne Cooper, Keith Walters, James Logan, Chase Steven Anderson, Angie Stone, Emmanuel Hudson, Kenny Alfonso, Phillip DeVona, Omari Wallace, Sheena Kharazmi, Thida Penn, Mark Hicks, Joe Williams, William Neenan, Brian Oerly, William Horton, Eric Goins, Drew Goin, Elle Duncan, Jeff Rose","For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",867,9.895752,99.0,2014-01-07
2762,In Bruges,"Comedy, Drama, Crime",English,"Colin Farrell, Brendan Gleeson, Ralph Fiennes, Clémence Poésy, Thekla Reuten, Jordan Prentice, Elizabeth Berrington, Jérémie Renier, Mark Donovan, Eric Godon, Anna Madeley, Theo Stevenson, Olivier Bonjour, Stephanie Carey, Zeljko Ivanek, Rudy Blomme, Jamie Edgell, Sachi Kimura, Jean Mark Favorin, Emily Thorling, Ann Elsley, Susan Ateh, Ciarán Hinds, Matt Smith","Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",1414,9.895652,107.0,2008-02-08
2763,Labor Pains,Comedy,English,"Lindsay Lohan, Luke Kirby, Chris Parnell, Aaron Yoo, Bridgit Mendler, Tracee Ellis Ross, Kevin Covais, Bonnie Somerville, Cheryl Hines, Creed Bratton, Janeane Garofalo, Keiko Agena, Jack Axelrod, Alexandra Barreto, Jenni Blong, Shirly Brener, Christa Campbell, Maree Cheatham, Pat Crawford Brown, Darcy DeMoss, D.C. Douglas, Pete Gardner, Willie Garson, Michelle Gillette, Belen Greene, Tarri Markel, Amber Alexander, Laura Liguori, Ana Ortiz, Barry Papick, Lonny Ross, Marc Senter, Jessica St. Clair, Jay Thomas, Brendan Bradley","A young woman pretends to be pregnant in order to avoid being fired from her job. When that gets her a bunch of special treatment by everyone involved in her life, she tries to keep up the lie for nine months.",131,9.892713,89.0,2009-07-19
2764,Flashdance,"Drama, Music, Romance","English, Português","Jennifer Beals, Michael Nouri, Lilia Skala, Kyle T. Heffner, Sunny Johnson, Philip Bruns, Micole Mercurio, Cynthia Rhodes, Lee Ving, Ron Karabatsos, Belinda Bauer, Lucy Lee Flippin, Durga McBroom, Liz Sagal, Malcolm Danare, Don Brockett, Stacey Pickren, Robert Wuhl, Matt Landers, Steve Price, Frank Pesce, Marc Lemberger, Wayne Frost, Debra Gordon, Tony De Santis, Ann Muffly",The popular 1980’s dance movie that depicts the life of an exotic dancer with a side job as a welder who true desire is to get into ballet school. It’s her dream to be a professional dancer and now is her chance. The film has a great soundtrack with an Oscar winning song.,313,9.888958,95.0,1983-04-14
2765,Wild Wild West,"Action, Adventure, Comedy, Science Fiction, Western",English,"Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek, M. Emmet Walsh, Ted Levine, Frederique van der Wal, Musetta Vander, Sofia Eng, Garcelle Beauvais, Bai Ling, Rodney A. Grant, E.J. Callahan, Debra Christofferson, Buck Taylor, James Lashly, Dean Rader Duval, Jerry Wills, Mike H. McGaughy, Christian Aubert, Orestes Matacena, Ian Abercrombie, Ismael 'East' Carlo, Bob Rumnock, Gary Carlos Cervantes, Jerry Potter, Mik Scriba, Michael Sims, Natalie Fabry",Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,1042,9.887602,106.0,1999-06-29
2766,The Medallion,"Thriller, Fantasy, Action, Comedy",English,"Jackie Chan, Lee Evans, Claire Forlani, Julian Sands, John Rhys-Davies, Anthony Wong, Christy Chung, Lau Siu-Ming, Nicholas Tse, Edison Chen, Alfred Cheung Kin-Ting, Jude Poyer, Go Shut-Fung, Alexander Bao, Matthew Sturgess, Ricardo Mamood-Vega, Scott Adkins, Reuben Langdon, Mark Strange, Hiro Hayama, Han Kwan-Hua, Bruce Khan, Carl Ng",A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,286,9.885859,88.0,2003-08-15
2767,Backdraft,"Action, Crime, Drama, Mystery, Thriller",English,"Kurt Russell, William Baldwin, Robert De Niro, Donald Sutherland, Jennifer Jason Leigh, Scott Glenn, Rebecca De Mornay, Jason Gedrick, J.T. Walsh, Anthony Mockus Sr., Cedric Young, Juan Ramírez, Kevin Casey, Jack McGee, Mark Wheeler, Ryan Goldstein, Clint Howard, Kevin Crowley",They say a blast of flames can take a life ... and hide a secret. But now firemen brothers Brian and Stephen McCaffrey are battling each other over past slights while trying to stop an arsonist with a diabolical agenda from torching Chicago.,360,9.883727,137.0,1991-05-24
2768,Clueless,"Comedy, Drama, Romance","Español, English","Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd, Donald Faison, Elisa Donovan, Breckin Meyer, Jeremy Sisto, Dan Hedaya, Wallace Shawn, Twink Caplan, Justin Walker, Julie Brown, Nicole Bilderback","Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",828,9.882383,97.0,1995-07-19
2769,Pretty Persuasion,"Comedy, Drama","English, Español","Evan Rachel Wood, Selma Blair, David Wagner, Brent Goldberg, Adi Schnall, Elisabeth Harnois, Stark Sands, Jane Krakowski, Michael Hitchcock, Danny Comden, Jaime King, Josh Zuckerman, James Snyder, Ron Livingston, Cody McMains, Mike Erwin, James Woods, Octavia Spencer",A 15-year-old girl incites chaos among her friends and a media frenzy when she accuses her drama teacher of sexual harassment.,44,9.880711,105.0,2005-01-22
2770,Trespass,"Action, Crime, Thriller",English,"Bill Paxton, Ice-T, William Sadler, Ice Cube, Art Evans, De'voreaux White, Bruce A. Young, Glenn Plummer, Stoney Jackson, T.E. Russell, Tom Lister Jr., John Toles-Bey, Byron Minns, Tico Wells, Hal Landon Jr., James Pickens Jr., L. Warren Young","Two Arkansas firemen, Vince and Don, get hold of a map that leads to a cache of stolen gold in an abandoned factory in East St. Louis. What they don't know is that the factory is in the turf of a local gang, who come by to execute one of their enemies. Vince sees the shooting, the gang spots Vince, and extended mayhem ensues. As Vince and Don try to escape, gang leader King James argues with his subordinate Savon about how to get rid of the trespassers.",46,9.879725,101.0,1992-12-25
2771,Dead Presidents,"Action, Crime, Drama, History",English,"Larenz Tate, Keith David, Chris Tucker, Freddy Rodríguez, Rose Jackson, N'Bushe Wright, Clifton Powell, Terrence Howard, Bokeem Woodbine, Sticky Fingaz, Clifton Collins Jr, Elizabeth Rodriguez, Michael Imperioli","Depicts a heist of old bills, retired from circulation and destined by the government to be ""money to burn"". However, more broadly, it addresses the issues of Black Americans' involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States, during the 1960s.",80,9.87957,119.0,1995-10-06
2772,Tremors 2: Aftershocks,"Horror, Action, Comedy, Science Fiction","English, Español","Fred Ward, Chris Gartin, Helen Shaver, Michael Gross, Marcelo Tubert, Marcos Hernández, José Ramón Rosario, Thomas Rosales, Jr.","Those supersucking desert creatures are back --- and this time they're south of the border. As the creatures worm their way through the oil fields of Mexico, the only people who can wrangle them are veteran Earl Bassett and survivalist Burt Gummer. Add to that team a young punk out for cash and a fearless scientist, and the critters don't stand a chance.",209,9.877868,100.0,1996-04-09
2773,Kicking & Screaming,"Romance, Comedy, Family","English, Italiano","Will Ferrell, Robert Duvall, Kate Walsh, Musetta Vander, Josh Hutcherson, Steven Anthony Lawrence, Mike Ditka, Dylan McLaughlin, Jeremy Bergman, Elliott Cho, Erik Walker, Alessandro Ruggiero, Dallas McKinney, Francesco Liotti, Sammy Fine, David Herman, Rachael Harris, Jim Turner, Laura Kightlinger, Timmy Deters","Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But with becoming the coach of The Soccers, an already successful soccer team, everything changes.",179,9.875573,95.0,2005-05-13
2774,Notting Hill,"Romance, Comedy, Drama","English, Español","Julia Roberts, Hugh Grant, Gina McKee, Tim McInnerny, Rhys Ifans, Emma Chambers, Hugh Bonneville, Richard McCabe, James Dreyfus, Dylan Moran, Roger Frost, Henry Goodman, Julian Rhind-Tutt, Lorelei King, Alec Baldwin, John Shrapnel, Emily Mortimer, Dorian Lough, Sanjeev Bhaskar, Paul Chahidi, Mischa Barton, Clarke Peters, Ann Beach, Samuel West, Tony Armatrading, Simon Callow, Rupert Procter",The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.,1309,9.874043,124.0,1999-05-13
